OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1973-085A","MARINER 10 (MVM-73)","6919","US","","","","","","0","1973-11-03","HELIOCENTRIC ORBIT (SUN)"
"1973-084A","COSMOS 606","6916","CIS","717.15","71.58","34221","6103","LARGE","0","1973-11-02",""
"1973-081B","SCOUT A-1 R/B","6910","US","105.18","89.82","1119","887","MEDIUM","0","1973-10-30",""
"1973-081A","NNSS 20 (TRANSIT 20)","6909","US","105.07","89.82","1113","883","LARGE","0","1973-10-30",""
"1973-078D","DELTA 1 R/B(2)","6896","US","","","","","","0","1973-10-26","NO INITIAL ELEMENTS"
"1973-078A","EXPLORER 50 (IMP-8)","6893","US","17552.97","50.55","253706","181001","","0","1973-10-26",""
"1973-069J","SL-8 R/B","6853","CIS","117.17","74.01","1622","1486","LARGE","0","1973-10-02",""
"1973-069H","COSMOS 595","6852","CIS","114.70","74.00","1485","1398","MEDIUM","0","1973-10-02",""
"1973-069G","COSMOS 594","6851","CIS","114.50","74.00","1485","1381","MEDIUM","0","1973-10-02",""
"1973-069F","COSMOS 593","6850","CIS","114.32","74.00","1485","1363","MEDIUM","0","1973-10-02",""
"1973-069E","COSMOS 592","6849","CIS","113.94","74.00","1483","1331","MEDIUM","0","1973-10-02",""
"1973-069D","COSMOS 591","6848","CIS","114.13","74.00","1486","1346","MEDIUM","0","1973-10-02",""
"1973-069C","COSMOS 590","6847","CIS","115.10","74.00","1487","1433","MEDIUM","0","1973-10-02",""
"1973-069B","COSMOS 589","6846","CIS","114.91","74.00","1489","1414","MEDIUM","0","1973-10-02",""
"1973-069A","COSMOS 588","6845","CIS","115.33","74.00","1493","1448","MEDIUM","0","1973-10-02",""
"1971-015CL","COSMOS 397 DEB","6844","CIS","105.29","65.90","1483","533","SMALL","0","1971-02-25",""
"1971-015CK","COSMOS 397 DEB","6843","CIS","102.40","65.67","1211","534","SMALL","0","1971-02-25",""
"1961-015KP","THOR ABLESTAR DEB","6842","US","115.68","66.73","1999","973","SMALL","0","1961-06-29",""
"1973-065B","SL-8 R/B","6829","CIS","104.56","82.94","992","957","LARGE","0","1973-09-14",""
"1973-065A","COSMOS 586","6828","CIS","104.72","82.94","1001","962","LARGE","0","1973-09-14",""
"1973-064B","SL-8 R/B","6826","CIS","113.41","74.02","1406","1360","LARGE","0","1973-09-08",""
"1973-064A","COSMOS 585","6825","CIS","113.55","74.02","1404","1375","LARGE","0","1973-09-08",""
"1972-079E","TITAN 3D DEB","6824","US","114.62","95.50","1444","1432","SMALL","0","1972-10-10",""
"1972-079D","TITAN 3D DEB","6823","US","114.76","95.79","1485","1405","SMALL","0","1972-10-10",""
"1972-079C","OPS 8314 (2)","6822","US","114.69","95.64","1465","1418","MEDIUM","0","1972-10-10",""
"1973-058B","ATLAS CENTAUR R/B","6797","US","649.73","27.42","36326","616","LARGE","0","1973-08-23",""
"1973-058A","INTELSAT 4-F7","6796","ITSO","1452.37","13.67","36109","36100","LARGE","0","1973-08-23",""
"1973-056B","TITAN 34B AGENA D R/B","6792","US","","","","","","0","1973-08-21","NO ELEMENTS AVAILABLE"
"1973-056A","OPS 7724","6791","US","","","","","","0","1973-08-21","NO ELEMENTS AVAILABLE"
"1973-054B","THOR BURNER 2 R/B","6788","US","100.98","98.84","826","784","LARGE","0","1973-08-17",""
"1973-054A","OPS 8364 (DMSP 4)","6787","US","100.58","98.74","804","768","LARGE","0","1973-08-17",""
"1971-116B","ATLAS CENTAUR R/B","6779","US","655.72","28.28","36586","662","LARGE","0","1971-12-20",""
"1973-053A","MARS 7","6776","CIS","","","","","","0","1973-08-09","HELIOCENTRIC ORBIT (SUN)"
"1973-052A","MARS 6","6768","CIS","","","","","","0","1973-08-05","HELIOCENTRIC ORBIT (SUN)"
"1970-025NF","THORAD AGENA D DEB","6767","US","103.24","99.13","927","897","SMALL","0","1970-04-08",""
"1970-025NH","THORAD AGENA D DEB","6766","US","102.90","100.19","953","839","SMALL","0","1970-04-08",""
"1970-025NG","THORAD AGENA D DEB","6765","US","106.32","99.77","1067","1045","SMALL","0","1970-04-08",""
"1968-091CK","COSMOS 249 DEB","6764","CIS","116.38","62.33","2133","903","SMALL","0","1968-10-20",""
"1973-049A","MARS 5","6754","CIS","","","","","","0","1973-07-25","MARS ORBIT"
"1968-091CJ","COSMOS 249 DEB","6752","CIS","110.27","62.28","1756","722","SMALL","0","1968-10-20",""
"1961-015KN","THOR ABLESTAR DEB","6748","US","102.01","66.90","907","801","SMALL","0","1961-06-29",""
"1961-015KM","THOR ABLESTAR DEB","6747","US","103.39","66.60","1019","819","SMALL","0","1961-06-29",""
"1973-047A","MARS 4","6742","CIS","","","","","","0","1973-07-21","HELIOCENTRIC ORBIT (SUN)"
"1973-039G","EXPLORER 49 DEB","6726","US","","","","","","0","1973-06-10","SELENOCENTRIC ORBIT (MOON)"
"1973-039F","EXPLORER 49 DEB","6725","US","","","","","","0","1973-06-10","SELENOCENTRIC ORBIT (MOON)"
"1973-042B","SL-8 R/B","6708","CIS","104.79","82.94","995","974","LARGE","0","1973-06-20",""
"1973-042A","COSMOS 574","6707","CIS","104.95","82.95","1007","977","LARGE","0","1973-06-20",""
"1973-040A","OPS 6157","6691","US","","","","","","0","1973-06-12","NO ELEMENTS AVAILABLE"
"1973-039D","DELTA 1 DEB","6689","US","","","","","","0","1973-06-10","NO INITIAL ELEMENTS"
"1973-039A","EXPLORER 49 (RAE-2)","6686","US","","","","","","0","1973-06-10","SELENOCENTRIC ORBIT (MOON)"
"1973-037J","SL-8 R/B","6683","CIS","116.87","74.02","1596","1484","LARGE","0","1973-06-08",""
"1973-037H","COSMOS 571","6682","CIS","113.76","74.02","1479","1319","MEDIUM","0","1973-06-08",""
"1973-037G","COSMOS 570","6681","CIS","113.97","74.02","1481","1336","MEDIUM","0","1973-06-08",""
"1973-037F","COSMOS 569","6680","CIS","114.18","74.02","1480","1357","MEDIUM","0","1973-06-08",""
"1973-037E","COSMOS 568","6679","CIS","114.39","74.02","1480","1375","MEDIUM","0","1973-06-08",""
"1973-037D","COSMOS 567","6678","CIS","114.83","74.02","1483","1412","MEDIUM","0","1973-06-08",""
"1973-037C","COSMOS 566","6677","CIS","115.05","74.02","1482","1433","MEDIUM","0","1973-06-08",""
"1973-037B","COSMOS 565","6676","CIS","115.30","74.02","1490","1448","MEDIUM","0","1973-06-08",""
"1973-037A","COSMOS 564","6675","CIS","114.60","74.02","1481","1393","MEDIUM","0","1973-06-08",""
"1973-034B","SL-3 R/B","6660","CIS","102.43","81.23","908","840","LARGE","0","1973-05-29",""
"1973-034A","METEOR 1-15","6659","CIS","102.14","81.19","879","841","LARGE","0","1973-05-29",""
"1973-023A","ANIK A2 (TELESAT 2)","6437","CA","1442.87","13.38","35981","35857","LARGE","0","1973-04-20",""
"1973-019B","ATLAS CENTAUR R/B(2)","6425","US","","","","","","0","1973-04-06","HELIOCENTRIC ORBIT (SUN)"
"1973-019A","PIONEER 11","6421","US","","","","","","0","1973-04-06","ESCAPED SOLAR SYSTEM"
"1972-104D","SL-8 DEB","6396","CIS","96.84","74.11","612","602","SMALL","0","1972-12-25",""
"1973-015B","SL-3 R/B","6393","CIS","102.49","81.25","919","834","LARGE","0","1973-03-20",""
"1973-015A","METEOR 1-14","6392","CIS","102.30","81.25","887","849","LARGE","0","1973-03-20",""
"1973-013A","OPS 6063","6380","US","","","","","","0","1973-03-06","NO ELEMENTS AVAILABLE"
"1973-009A","PROGNOZ 3","6364","CIS","5768.62","65.00","199442","896","","0","1973-02-15",""
"1973-005A","COSMOS 546","6350","CIS","94.73","50.64","516","495","LARGE","0","1973-01-26",""
"1972-104B","SL-8 R/B","6324","CIS","99.77","74.07","755","740","LARGE","0","1972-12-25",""
"1972-104A","COSMOS 540","6323","CIS","100.25","74.08","783","758","LARGE","0","1972-12-25",""
"1972-102B","SL-8 R/B","6320","CIS","112.77","74.02","1373","1334","LARGE","0","1972-12-21",""
"1972-102A","COSMOS 539","6319","CIS","112.91","74.02","1379","1341","LARGE","0","1972-12-21",""
"1972-101B","ATLAS AGENA R/B","6318","US","","","","","","0","1972-12-20","NO ELEMENTS AVAILABLE"
"1972-101A","OPS 9390","6317","US","","","","","","0","1972-12-20","NO ELEMENTS AVAILABLE"
"1972-097B","DELTA 1 R/B","6306","US","111.77","99.75","1515","1100","LARGE","0","1972-12-11",""
"1972-097A","NIMBUS 5","6305","US","107.13","99.99","1100","1088","LARGE","0","1972-12-11",""
"1972-072E","SL-6 R/B(2)","6302","CIS","706.63","65.55","37135","2669","LARGE","0","1972-09-19",""
"1969-024C","SL-8 DEB","6289","CIS","108.55","73.99","1168","1152","SMALL","0","1969-03-17",""
"1972-069D","SCOUT B-1 DEB","6284","US","98.47","90.44","717","654","SMALL","0","1972-09-02",""
"1972-090A","ANIK A1 (TELESAT 1)","6278","CA","1457.11","12.93","36234","36159","LARGE","0","1972-11-10",""
"1972-062C","SL-8 DEB","6277","CIS","104.10","82.86","957","948","MEDIUM","0","1972-08-16",""
"1972-089B","THOR BURNER 2 R/B","6276","US","101.32","98.65","848","795","LARGE","0","1972-11-09",""
"1972-089A","OPS 7323 (DMSP 5B F3)","6275","US","100.86","98.54","825","773","LARGE","0","1972-11-09",""
"1972-087J","SL-8 R/B","6271","CIS","116.64","74.04","1593","1466","LARGE","0","1972-11-01",""
"1972-087H","COSMOS 535","6270","CIS","114.35","74.03","1468","1384","MEDIUM","0","1972-11-01",""
"1972-087G","COSMOS 534","6269","CIS","113.96","74.03","1468","1348","MEDIUM","0","1972-11-01",""
"1972-087F","COSMOS 533","6268","CIS","113.60","74.03","1467","1317","MEDIUM","0","1972-11-01",""
"1972-087E","COSMOS 532","6267","CIS","113.41","74.03","1467","1299","MEDIUM","0","1972-11-01",""
"1972-087D","COSMOS 531","6266","CIS","114.76","74.04","1469","1420","MEDIUM","0","1972-11-01",""
"1972-087C","COSMOS 530","6265","CIS","113.78","74.04","1467","1332","MEDIUM","0","1972-11-01",""
"1972-087B","COSMOS 529","6264","CIS","114.54","74.03","1468","1401","MEDIUM","0","1972-11-01",""
"1972-087A","COSMOS 528","6262","CIS","114.14","74.04","1467","1366","MEDIUM","0","1972-11-01",""
"1972-085B","SL-3 R/B","6257","CIS","102.39","81.26","913","830","LARGE","0","1972-10-26",""
"1972-085A","METEOR 1-13","6256","CIS","102.21","81.27","881","845","LARGE","0","1972-10-26",""
"1965-020FD","SL-8 DEB *","6252","CIS","117.08","56.04","1701","1398","SMALL","0","1965-03-15",""
"1972-082C","DELTA 1 R/B","6237","US","109.21","102.81","1464","916","LARGE","0","1972-10-15",""
"1972-082B","OSCAR 6","6236","US","114.91","101.74","1455","1448","MEDIUM","0","1972-10-15",""
"1972-082A","NOAA 2 (ITOS-D)","6235","US","114.92","101.71","1455","1448","LARGE","0","1972-10-15",""
"1972-076C","ATLAS F BURNER 2 R/B","6218","US","98.94","98.54","717","699","LARGE","0","1972-10-02",""
"1972-076B","OPS 8180 (STP RADSAT)","6217","US","98.19","98.61","680","664","LARGE","0","1972-10-02",""
"1970-025NE","THORAD AGENA D DEB","6216","US","100.70","98.99","966","618","SMALL","0","1970-04-08",""
"1966-016E","DELTA 1 DEB","6214","US","114.10","101.41","1507","1322","SMALL","0","1966-02-28",""
"1966-087E","DELTA 1 DEB *","6213","US","109.87","101.79","1263","1179","SMALL","0","1966-10-02",""
"1972-074C","SL-8 DEB","6210","CIS","104.85","65.83","998","977","MEDIUM","0","1972-09-29",""
"1972-074B","SL-8 R/B","6207","CIS","104.68","65.82","992","967","LARGE","0","1972-09-29",""
"1972-074A","COSMOS 521","6206","CIS","104.92","65.83","999","982","LARGE","0","1972-09-29",""
"1972-073A","EXPLORER 47 (IMP-7)","6197","US","17642.87","13.97","232222","204011","","0","1972-09-23",""
"1972-072A","COSMOS 520","6192","CIS","715.22","73.29","32320","7908","LARGE","0","1972-09-19",""
"1972-069B","SCOUT B-1 R/B","6180","US","98.31","89.92","706","650","MEDIUM","0","1972-09-02",""
"1968-091CG","COSMOS 249 DEB *","6176","CIS","110.21","65.73","1601","871","SMALL","0","1968-10-20",""
"1972-069A","TRIAD 1","6173","US","99.39","89.88","765","694","MEDIUM","0","1972-09-02",""
"1970-025NB","THORAD AGENA D DEB","6167","US","105.42","100.11","1037","990","SMALL","0","1970-04-08",""
"1970-025MZ","THORAD AGENA D DEB","6160","US","100.27","100.42","810","733","SMALL","0","1970-04-08",""
"1970-025MY","THORAD AGENA D DEB *","6159","US","112.03","101.25","1374","1267","SMALL","0","1970-04-08",""
"1970-025MX","THORAD AGENA D DEB","6157","US","102.45","99.89","886","863","SMALL","0","1970-04-08",""
"1972-065B","ATLAS CENTAUR R/B","6155","US","97.87","35.00","684","630","LARGE","0","1972-08-21",""
"1972-066A","COSMOS 516","6154","CIS","104.52","64.81","1038","906","LARGE","0","1972-08-21",""
"1972-065A","OAO 3 (COPERNICUS)","6153","US","98.78","35.01","705","695","LARGE","0","1972-08-21",""
"1972-062B","SL-8 R/B","6149","CIS","104.13","82.97","959","948","LARGE","0","1972-08-16",""
"1972-062A","COSMOS 514","6148","CIS","104.21","82.97","965","951","LARGE","0","1972-08-16",""
"1970-025MV","THORAD AGENA D DEB","6139","US","103.39","99.11","973","865","SMALL","0","1970-04-08",""
"1972-058B","DELTA 1 R/B","6127","US","97.69","98.50","723","573","LARGE","0","1972-07-23",""
"1972-058A","LANDSAT 1 (ERTS 1)","6126","US","103.04","99.09","909","896","LARGE","0","1972-07-23",""
"1972-057J","SL-8 R/B","6125","CIS","116.99","74.02","1600","1491","LARGE","0","1972-07-20",""
"1972-057H","COSMOS 511","6124","CIS","116.43","74.03","1544","1496","MEDIUM","0","1972-07-20",""
"1972-057G","COSMOS 510","6123","CIS","116.03","74.03","1510","1495","MEDIUM","0","1972-07-20",""
"1972-057F","COSMOS 509","6122","CIS","115.67","74.03","1499","1473","MEDIUM","0","1972-07-20",""
"1972-057E","COSMOS 508","6121","CIS","115.31","74.03","1495","1443","MEDIUM","0","1972-07-20",""
"1972-057D","COSMOS 507","6120","CIS","114.96","74.03","1497","1411","MEDIUM","0","1972-07-20",""
"1972-057C","COSMOS 506","6119","CIS","114.64","74.03","1495","1382","MEDIUM","0","1972-07-20",""
"1972-057B","COSMOS 505","6118","CIS","114.31","74.03","1496","1351","MEDIUM","0","1972-07-20",""
"1972-057A","COSMOS 504","6117","CIS","113.96","74.03","1495","1322","MEDIUM","0","1972-07-20",""
"1972-049B","SL-3 R/B","6080","CIS","102.79","81.24","927","855","LARGE","0","1972-06-30",""
"1972-049A","METEOR 1-12","6079","CIS","102.63","81.22","891","876","LARGE","0","1972-06-30",""
"1972-023E","COSMOS 482 DESCENT CRAFT","6073","CIS","113.24","52.07","2548","203","MEDIUM","0","1972-03-31",""
"1972-043D","SL-8 DEB","6065","CIS","97.84","74.07","664","647","SMALL","0","1972-06-23",""
"1972-043C","SL-8 DEB","6063","CIS","96.88","74.04","612","607","SMALL","0","1972-06-23",""
"1972-043B","SL-8 R/B","6061","CIS","99.96","74.06","771","742","LARGE","0","1972-06-23",""
"1972-043A","COSMOS 494","6059","CIS","100.31","74.06","782","765","LARGE","0","1972-06-23",""
"1972-041B","ATLAS CENTAUR R/B","6058","US","647.71","26.31","36257","582","LARGE","0","1972-06-13",""
"1972-041A","INTELSAT 4-F5","6052","ITSO","1438.09","12.60","35845","35806","MEDIUM","0","1972-06-13",""
"1972-035B","SL-8 R/B","6020","CIS","104.44","74.02","984","952","LARGE","0","1972-05-06",""
"1972-035A","COSMOS 489","6019","CIS","104.66","74.02","996","961","LARGE","0","1972-05-06",""
"1970-025MR","THORAD AGENA D DEB","6014","US","103.31","100.03","957","874","SMALL","0","1970-04-08",""
"1972-031C","APOLLO 16 LM (ORION)","6005","US","","","","","","0","1972-04-16","SELENOCENTRIC ORBIT (MOON)"
"1965-108T","TITAN 3C TRANSTAGE DEB","5998","US","480.78","26.45","27345","557","MEDIUM","0","1965-12-21",""
"1965-108S","TITAN 3C TRANSTAGE DEB","5992","US","540.73","27.02","30204","1012","SMALL","0","1965-12-21",""
"1965-108R","TITAN 3C TRANSTAGE DEB","5991","US","546.05","27.48","30306","1198","MEDIUM","0","1965-12-21",""
"1967-001S","DELTA 1 DEB *","5987","US","502.75","26.34","28640","492","MEDIUM","0","1967-01-11",""
"1965-108Q","TITAN 3C TRANSTAGE DEB","5986","US","415.98","26.98","23746","415","MEDIUM","0","1965-12-21",""
"1969-011B","DELTA 1 R/B(2)","5977","US","328.91","29.53","18541","271","LARGE","0","1969-02-06",""
"1970-021C","DELTA 1 DEB","5975","US","465.65","25.42","26750","295","LARGE","0","1970-03-20",""
"1967-006E","DELTA 1 DEB","5971","US","113.09","101.93","1456","1281","SMALL","0","1967-01-26",""
"1970-025MQ","THORAD AGENA D DEB *","5967","US","111.63","101.64","1396","1208","SMALL","0","1970-04-08",""
"1970-025MP","THORAD AGENA D DEB","5958","US","105.79","99.46","1070","993","SMALL","0","1970-04-08",""
"1970-025MN","THORAD AGENA D DEB","5957","US","101.07","99.64","834","785","SMALL","0","1970-04-08",""
"1972-029A","PROGNOZ 1","5941","CIS","5774.00","64.93","200002","469","","0","1972-04-14",""
"1960-016E","TIROS 2 DEB *","5922","US","105.13","47.03","1031","970","SMALL","0","1960-11-23",""
"1972-022B","SL-3 R/B","5918","CIS","102.43","81.24","915","832","LARGE","0","1972-03-30",""
"1972-022A","METEOR 1-11","5917","CIS","102.23","81.22","886","842","LARGE","0","1972-03-30",""
"1972-019B","SL-8 R/B","5907","CIS","108.91","82.97","1191","1161","LARGE","0","1972-03-25",""
"1972-019A","COSMOS 480","5905","CIS","109.10","82.98","1200","1170","LARGE","0","1972-03-25",""
"1972-018B","THOR BURNER 2 R/B","5904","US","101.17","98.96","849","779","LARGE","0","1972-03-24",""
"1972-018A","OPS 5058 (DMSP 5B F2)","5903","US","101.12","98.97","849","774","LARGE","0","1972-03-24",""
"1961-015KF","THOR ABLESTAR DEB","5876","US","115.43","65.67","2045","905","SMALL","0","1961-06-29",""
"1968-097DK","COSMOS 252 DEB *","5871","CIS","110.47","62.82","1932","564","SMALL","0","1968-11-01",""
"1972-012B","ATLAS CENTAUR R/B(2)","5861","US","","","","","","0","1972-03-03","HELIOCENTRIC ORBIT (SUN)"
"1972-012A","PIONEER 10","5860","US","","","","","","0","1972-03-03","ESCAPED SOLAR SYSTEM"
"1971-114D","SL-8 DEB","5858","CIS","97.57","74.01","646","638","SMALL","0","1971-12-17",""
"1972-010B","TITAN 3C TRANSTAGE R/B","5854","US","","","","","","0","1972-03-01","NO ELEMENTS AVAILABLE"
"1972-010A","OPS 1570","5851","US","","","","","","0","1972-03-01","NO ELEMENTS AVAILABLE"
"1972-009B","SL-8 R/B","5847","CIS","104.41","74.05","988","945","LARGE","0","1972-02-25",""
"1972-009A","COSMOS 475","5846","CIS","104.64","74.05","994","961","LARGE","0","1972-02-25",""
"1970-025ML","THORAD AGENA D DEB","5842","US","98.89","100.00","732","679","SMALL","0","1970-04-08",""
"1972-007B","SL-12 R/B(2)","5836","CIS","","","","","","0","1972-02-14","SELENOCENTRIC ORBIT (MOON)"
"1961-015KE","THOR ABLESTAR DEB","5826","US","103.34","66.68","976","856","SMALL","0","1961-06-29",""
"1970-025MJ","THORAD AGENA D DEB *","5824","US","108.56","97.87","1623","697","SMALL","0","1970-04-08",""
"1972-003B","ATLAS CENTAUR R/B","5816","US","651.94","27.85","36485","570","LARGE","0","1972-01-23",""
"1961-015KC","THOR ABLESTAR DEB","5808","US","96.74","66.59","647","558","SMALL","0","1961-06-29",""
"1969-082JW","THORAD AGENA D DEB","5794","US","99.38","70.00","755","703","SMALL","0","1969-09-30",""
"1961-015KA","THOR ABLESTAR DEB","5786","US","103.04","67.12","993","812","SMALL","0","1961-06-29",""
"1961-015JZ","THOR ABLESTAR DEB","5785","US","104.22","65.64","1066","850","SMALL","0","1961-06-29",""
"1971-114C","SL-8 DEB","5778","CIS","97.90","74.01","664","653","SMALL","0","1971-12-17",""
"1972-003A","INTELSAT 4-F4","5775","ITSO","1442.57","13.27","35930","35896","LARGE","0","1972-01-23",""
"1971-015CF","COSMOS 397 DEB *","5763","CIS","108.10","66.90","1428","850","SMALL","0","1971-02-25",""
"1969-082JS","THORAD AGENA D DEB","5758","US","104.30","69.81","997","926","SMALL","0","1969-09-30",""
"1969-082JP","THORAD AGENA D DEB","5755","US","100.35","69.93","780","771","SMALL","0","1969-09-30",""
"1961-015JX","THOR ABLESTAR DEB","5748","US","105.58","67.56","1115","928","SMALL","0","1961-06-29",""
"1961-015JV","THOR ABLESTAR DEB","5746","US","102.30","66.30","902","833","SMALL","0","1961-06-29",""
"1961-015JU","THOR ABLESTAR DEB","5745","US","101.65","67.07","900","773","SMALL","0","1961-06-29",""
"1970-025MH","THORAD AGENA D DEB","5736","US","109.73","101.37","1391","1037","SMALL","0","1970-04-08",""
"1971-120B","SL-3 R/B","5732","CIS","102.42","81.25","910","837","LARGE","0","1971-12-29",""
"1971-120A","METEOR 1-10","5731","CIS","102.02","81.26","871","838","LARGE","0","1971-12-29",""
"1971-119B","SL-8 R/B","5730","CIS","102.70","73.89","1392","380","LARGE","0","1971-12-27",""
"1971-119A","AUREOLE 1","5729","FR","104.70","73.96","1574","387","LARGE","0","1971-12-27",""
"1971-117A","COSMOS 469","5721","CIS","104.65","64.49","1026","930","LARGE","0","1971-12-25",""
"1971-015CB","COSMOS 397 DEB *","5720","CIS","102.45","66.73","951","798","SMALL","0","1971-02-25",""
"1961-015JT","THOR ABLESTAR DEB","5716","US","99.15","66.70","780","655","SMALL","0","1961-06-29",""
"1961-015JS","THOR ABLESTAR DEB","5715","US","105.89","66.57","1162","910","SMALL","0","1961-06-29",""
"1971-116A","INTELSAT 4-F3","5709","ITSO","1445.53","13.12","36021","35921","LARGE","0","1971-12-20",""
"1971-114B","SL-8 R/B","5707","CIS","100.08","74.03","780","745","LARGE","0","1971-12-17",""
"1971-114A","COSMOS 468","5705","CIS","100.30","74.02","785","761","LARGE","0","1971-12-17",""
"1963-014CU","WESTFORD NEEDLES","5702","US","165.86","87.16","4597","2646","MEDIUM","0","1963-05-09",""
"1970-025MD","THORAD AGENA D DEB","5698","US","105.96","99.66","1046","1033","SMALL","0","1970-04-08",""
"1970-025MB","THORAD AGENA D DEB","5696","US","106.37","99.32","1100","1018","SMALL","0","1970-04-08",""
"1970-025LZ","THORAD AGENA D DEB","5694","US","98.32","99.81","696","661","SMALL","0","1970-04-08",""
"1970-025LX","THORAD AGENA D DEB","5692","US","106.45","99.67","1147","977","SMALL","0","1970-04-08",""
"1970-025LW","THORAD AGENA D DEB","5691","US","102.99","99.11","923","877","SMALL","0","1970-04-08",""
"1970-025LV","THORAD AGENA D DEB","5690","US","106.60","99.89","1105","1033","SMALL","0","1970-04-08",""
"1971-111B","SL-8 R/B","5685","CIS","104.59","74.03","992","959","LARGE","0","1971-12-15",""
"1971-111A","COSMOS 465","5683","CIS","104.79","74.03","1005","965","LARGE","0","1971-12-15",""
"1971-110E","OPS 7898 (P/L 4)","5682","US","","","","","","0","1971-12-14","NO ELEMENTS AVAILABLE"
"1971-110D","OPS 7898 (P/L 3)","5681","US","","","","","","0","1971-12-14","NO ELEMENTS AVAILABLE"
"1971-110C","OPS 7898 (P/L 2)","5680","US","","","","","","0","1971-12-14","NO ELEMENTS AVAILABLE"
"1971-110B","THORAD AGENA D R/B","5679","US","","","","","","0","1971-12-14","NO ELEMENTS AVAILABLE"
"1971-110A","OPS 7898 (P/L 1)","5678","US","","","","","","0","1971-12-14","NO ELEMENTS AVAILABLE"
"1969-082JF","THORAD AGENA D DEB","5635","US","100.58","69.95","787","785","SMALL","0","1969-09-30",""
"1965-108N","TITAN 3C TRANSTAGE DEB","5632","US","349.94","26.08","19786","357","MEDIUM","0","1965-12-21",""
"1971-099B","SL-8 R/B","5615","CIS","109.29","74.03","1210","1178","LARGE","0","1971-11-20",""
"1971-099A","COSMOS 457","5614","CIS","109.42","74.04","1217","1182","LARGE","0","1971-11-20",""
"1966-025H","OV1-5 DEB","5599","US","99.95","144.62","794","718","SMALL","0","1966-03-30",""
"1971-015CA","COSMOS 397 DEB *","5597","CIS","99.04","66.57","736","690","SMALL","0","1971-02-25",""
"1968-097CW","COSMOS 252 DEB *","5595","CIS","96.63","62.71","763","432","SMALL","0","1968-11-01",""
"1971-095C","TITAN 3C TRANSTAGE R/B","5589","US","1481.67","10.87","37322","36026","LARGE","0","1971-11-03",""
"1971-095B","OPS 9432 (DSCS 2-2)","5588","US","1436.15","9.04","35818","35757","LARGE","0","1971-11-03",""
"1971-095A","OPS 9431 (DSCS 2-1)","5587","US","1435.95","9.08","35811","35756","LARGE","0","1971-11-03",""
"1971-093B","BLACK ARROW R/B","5581","UK","103.37","82.04","1308","528","MEDIUM","0","1971-10-28",""
"1971-093A","PROSPERO (BLACK ARROW)","5580","UK","103.28","82.04","1301","527","MEDIUM","0","1971-10-28",""
"1971-089A","ASTEX 1","5560","US","99.45","92.72","744","721","LARGE","0","1971-10-17",""
"1971-087A","OPS 4311 (DMSP 5B F1)","5557","US","100.91","99.03","838","765","LARGE","0","1971-10-14",""
"1971-087B","THOR BURNER 2 R/B","5556","US","101.20","99.17","861","770","LARGE","0","1971-10-14",""
"1971-086J","SL-8 R/B","5555","CIS","117.37","74.02","1622","1503","LARGE","0","1971-10-13",""
"1971-086H","COSMOS 451","5554","CIS","116.67","74.03","1573","1489","MEDIUM","0","1971-10-13",""
"1971-086G","COSMOS 450","5553","CIS","115.88","74.03","1529","1462","MEDIUM","0","1971-10-13",""
"1971-086F","COSMOS 449","5552","CIS","116.25","74.03","1542","1482","MEDIUM","0","1971-10-13",""
"1971-086E","COSMOS 448","5551","CIS","115.50","74.03","1517","1440","MEDIUM","0","1971-10-13",""
"1971-086D","COSMOS 447","5550","CIS","115.15","74.03","1514","1410","MEDIUM","0","1971-10-13",""
"1971-086C","COSMOS 446","5549","CIS","114.80","74.03","1511","1381","MEDIUM","0","1971-10-13",""
"1971-086B","COSMOS 445","5548","CIS","114.45","74.03","1511","1350","MEDIUM","0","1971-10-13",""
"1971-086A","COSMOS 444","5547","CIS","114.10","74.03","1507","1321","MEDIUM","0","1971-10-13",""
"1971-015BV","COSMOS 397 DEB *","5531","CIS","100.80","66.66","819","774","SMALL","0","1971-02-25",""
"1971-015BT","COSMOS 397 DEB *","5529","CIS","100.57","66.85","830","741","SMALL","0","1971-02-25",""
"1971-015BR","COSMOS 397 DEB *","5527","CIS","102.71","66.89","950","823","SMALL","0","1971-02-25",""
"1969-082HY","THORAD AGENA D DEB","5519","US","100.17","70.06","806","727","SMALL","0","1969-09-30",""
"1965-108M","TITAN 3C TRANSTAGE DEB","5515","US","541.69","28.06","30205","1063","MEDIUM","0","1965-12-21",""
"1970-025LL","THORAD AGENA D DEB","5507","US","101.86","99.30","870","823","SMALL","0","1970-04-08",""
"1970-025LG","THORAD AGENA D DEB","5502","US","100.23","99.54","791","747","SMALL","0","1970-04-08",""
"1971-080B","M-4S R/B","5498","JPN","111.77","32.03","1750","867","MEDIUM","0","1971-09-28",""
"1971-082C","SL-12 R/B(2)","5490","CIS","","","","","","0","1971-09-28","SELENOCENTRIC ORBIT (MOON)"
"1971-082A","LUNA 19","5488","CIS","","","","","","0","1971-09-28","SELENOCENTRIC ORBIT (MOON)"
"1971-080A","SHINSEI (MS-F2)","5485","JPN","113.02","32.06","1861","869","MEDIUM","0","1971-09-28",""
"1965-108J","TITAN 3C TRANSTAGE DEB","5457","US","531.05","27.06","29767","922","SMALL","0","1965-12-21",""
